signal_date,trade_date,session,direction,direction_zh,total_score,tw_score,intl_score,news_score,entry_price,exit_price,pnl_points,pnl_nts,win,status
2019-03-22,2019-03-25,day,1,做多▲,10,10,0,0,10536,10478,-57.6,-626,False,sim_v50
2019-03-25,2019-03-26,day,1,做多▲,8,8,0,0,10508,10558,50.5,455,True,sim_v50
2019-03-26,2019-03-27,day,1,做多▲,8,8,0,0,10544,10542,-2.0,-70,False,sim_v50
2019-03-27,2019-03-28,day,1,做多▲,5,5,0,0,10530,10535,5.2,2,True,sim_v50
2019-03-28,2019-03-29,day,1,做多▲,5,5,0,0,10553,10640,87.0,820,True,sim_v50
2019-03-29,2019-04-01,day,0,觀望─,0,0,0,0,,,,,,sim_v50_skip
2019-04-01,2019-04-02,day,1,做多▲,6,6,0,0,10696,10689,-7.2,-122,False,sim_v50
2019-04-02,2019-04-03,day,1,做多▲,10,10,0,0,10726,10703,-22.8,-278,False,sim_v50
2019-04-03,2019-04-08,day,1,做多▲,8,8,0,0,10761,10800,38.6,336,True,sim_v50
2019-04-08,2019-04-09,day,1,做多▲,8,8,0,0,10806,10851,44.2,392,True,sim_v50
2019-04-09,2019-04-10,day,1,做多▲,8,8,0,0,10841,10867,26.2,212,True,sim_v50
2019-04-10,2019-04-11,day,1,做多▲,8,8,0,0,10870,10808,-62.5,-675,False,sim_v50
2019-04-11,2019-04-12,day,1,做多▲,9,9,0,0,10822,10804,-17.6,-226,False,sim_v50
2019-04-12,2019-04-15,day,1,做多▲,8,8,0,0,10851,10875,23.8,188,True,sim_v50
2019-04-15,2019-04-16,day,1,做多▲,9,9,0,0,10907,10927,20.2,152,True,sim_v50
2019-04-16,2019-04-17,day,0,觀望─,6,6,0,0,,,,,,sim_v50_skip
2019-04-17,2019-04-18,day,0,觀望─,7,7,0,0,,,,,,sim_v50_skip
2019-04-18,2019-04-19,day,1,做多▲,6,6,0,0,11019,10968,-51.2,-562,False,sim_v50
2019-04-19,2019-04-22,day,1,做多▲,6,6,0,0,10996,10987,-8.8,-138,False,sim_v50
2019-04-22,2019-04-23,day,1,做多▲,6,6,0,0,10995,11025,29.4,244,True,sim_v50
2019-04-23,2019-04-24,day,1,做多▲,7,7,0,0,11055,11027,-28.4,-334,False,sim_v50
2019-04-24,2019-04-25,day,1,做多▲,7,7,0,0,11019,11039,20.1,151,True,sim_v50
2019-04-25,2019-04-26,day,1,做多▲,7,7,0,0,10988,10951,-36.1,-411,False,sim_v50
2019-04-26,2019-04-29,day,1,做多▲,5,5,0,0,10954,10938,-15.9,-209,False,sim_v50
2019-04-29,2019-04-30,day,1,做多▲,5,5,0,0,10947,10967,19.8,148,True,sim_v50
2019-04-30,2019-05-02,day,0,觀望─,1,1,0,0,,,,,,sim_v50_skip
2019-05-02,2019-05-03,day,0,觀望─,2,2,0,0,,,,,,sim_v50_skip
2019-05-03,2019-05-06,day,0,觀望─,1,1,0,0,,,,,,sim_v50_skip
2019-05-06,2019-05-07,day,0,觀望─,-3,-3,0,0,,,,,,sim_v50_skip
2019-05-07,2019-05-08,day,0,觀望─,0,0,0,0,,,,,,sim_v50_skip
2019-05-08,2019-05-09,day,0,觀望─,-6,-6,0,0,,,,,,sim_v50_skip
2019-05-09,2019-05-10,day,0,觀望─,-6,-6,0,0,,,,,,sim_v50_skip
2019-05-10,2019-05-13,day,-1,做空▼,-9,-9,0,0,10683,10559,123.8,1188,True,sim_v50
2019-05-13,2019-05-14,day,-1,做空▼,-9,-9,0,0,10479,10520,-41.0,-460,False,sim_v50
2019-05-14,2019-05-15,day,-1,做空▼,-7,-7,0,0,10534,10562,-27.5,-325,False,sim_v50
2019-05-15,2019-05-16,day,-1,做空▼,-9,-9,0,0,10556,10476,80.0,750,True,sim_v50
2019-05-16,2019-05-17,day,-1,做空▼,-6,-6,0,0,10508,10385,122.4,1174,True,sim_v50
2019-05-17,2019-05-20,day,-1,做空▼,-6,-6,0,0,10404,10399,5.0,0,False,sim_v50
2019-05-20,2019-05-21,day,-1,做空▼,-6,-6,0,0,10361,10466,-104.2,-1092,False,sim_v50
2019-05-21,2019-05-22,day,-1,做空▼,-8,-8,0,0,10480,10458,21.9,169,True,sim_v50
2019-05-22,2019-05-23,day,-1,做空▼,-5,-5,0,0,10403,10309,93.6,886,True,sim_v50
2019-05-23,2019-05-24,day,-1,做空▼,-6,-6,0,0,10312,10329,-17.1,-221,False,sim_v50
2019-05-24,2019-05-27,day,-1,做空▼,-6,-6,0,0,10343,10335,8.0,30,True,sim_v50
2019-05-27,2019-05-28,day,-1,做空▼,-6,-6,0,0,10348,10313,34.3,293,True,sim_v50
2019-05-28,2019-05-29,day,-1,做空▼,-6,-6,0,0,10276,10303,-26.4,-314,False,sim_v50
2019-05-29,2019-05-30,day,-1,做空▼,-6,-6,0,0,10306,10384,-77.9,-829,False,sim_v50
2019-05-30,2019-05-31,day,-1,做空▼,-8,-8,0,0,10385,10499,-114.4,-1194,False,sim_v50
2019-05-31,2019-06-03,day,-1,做空▼,-7,-7,0,0,10481,10501,-19.6,-246,False,sim_v50
2019-06-03,2019-06-04,day,0,觀望─,1,1,0,0,,,,,,sim_v50_skip
2019-06-04,2019-06-05,day,0,觀望─,-1,-1,0,0,,,,,,sim_v50_skip
2019-06-05,2019-06-06,day,0,觀望─,3,3,0,0,,,,,,sim_v50_skip
2019-06-06,2019-06-10,day,0,觀望─,1,1,0,0,,,,,,sim_v50_skip
2019-06-10,2019-06-11,day,0,觀望─,6,6,0,0,,,,,,sim_v50_skip
2019-06-11,2019-06-12,day,1,做多▲,8,8,0,0,10607,10615,7.9,29,True,sim_v50
2019-06-12,2019-06-13,day,1,做多▲,9,9,0,0,10583,10560,-23.2,-282,False,sim_v50
2019-06-13,2019-06-14,day,1,做多▲,8,8,0,0,10547,10524,-23.8,-288,False,sim_v50
2019-06-14,2019-06-17,day,1,做多▲,7,7,0,0,10490,10530,39.8,348,True,sim_v50
2019-06-17,2019-06-18,day,1,做多▲,7,7,0,0,10548,10566,17.6,126,True,sim_v50
2019-06-18,2019-06-19,day,1,做多▲,8,8,0,0,10651,10774,122.9,1179,True,sim_v50
2019-06-19,2019-06-20,day,1,做多▲,8,8,0,0,10750,10784,33.6,286,True,sim_v50
2019-06-20,2019-06-21,day,1,做多▲,8,8,0,0,10819,10803,-15.9,-209,False,sim_v50
2019-06-21,2019-06-24,day,1,做多▲,10,10,0,0,10735,10778,43.2,382,True,sim_v50
2019-06-24,2019-06-25,day,1,做多▲,9,9,0,0,10778,10706,-72.5,-775,False,sim_v50
2019-06-25,2019-06-26,day,1,做多▲,8,8,0,0,10662,10652,-10.8,-158,False,sim_v50
2019-06-26,2019-06-27,day,1,做多▲,7,7,0,0,10675,10773,97.7,927,True,sim_v50
2019-06-27,2019-06-28,day,1,做多▲,9,9,0,0,10788,10730,-57.8,-628,False,sim_v50
2019-06-28,2019-07-01,day,1,做多▲,9,9,0,0,10822,10894,72.2,672,True,sim_v50
2019-07-01,2019-07-02,day,1,做多▲,9,9,0,0,10879,10864,-14.9,-199,False,sim_v50
2019-07-02,2019-07-03,day,1,做多▲,9,9,0,0,10794,10743,-51.3,-563,False,sim_v50
2019-07-03,2019-07-04,day,1,做多▲,8,8,0,0,10757,10775,18.0,130,True,sim_v50
2019-07-04,2019-07-05,day,1,做多▲,8,8,0,0,10787,10785,-2.1,-71,False,sim_v50
2019-07-05,2019-07-08,day,1,做多▲,8,8,0,0,10744,10750,6.4,14,True,sim_v50
2019-07-08,2019-07-09,day,1,做多▲,8,8,0,0,10731,10702,-29.0,-340,False,sim_v50
2019-07-09,2019-07-10,day,0,觀望─,-5,-5,0,0,,,,,,sim_v50_skip
2019-07-10,2019-07-11,day,0,觀望─,1,1,0,0,,,,,,sim_v50_skip
2019-07-11,2019-07-12,day,0,觀望─,4,4,0,0,,,,,,sim_v50_skip
2019-07-12,2019-07-15,day,0,觀望─,4,4,0,0,,,,,,sim_v50_skip
2019-07-15,2019-07-16,day,1,做多▲,9,9,0,0,10866,10885,19.0,140,True,sim_v50
2019-07-16,2019-07-17,day,1,做多▲,9,9,0,0,10862,10827,-34.6,-396,False,sim_v50
2019-07-17,2019-07-18,day,1,做多▲,7,7,0,0,10823,10798,-24.6,-296,False,sim_v50
2019-07-18,2019-07-19,day,1,做多▲,4,4,0,0,10863,10872,9.2,42,True,sim_v50
2019-07-19,2019-07-22,day,1,做多▲,3,3,0,0,10912,10944,32.0,270,True,sim_v50
2019-07-22,2019-07-23,day,1,做多▲,9,9,0,0,10965,10946,-18.6,-236,False,sim_v50
2019-07-23,2019-07-24,day,1,做多▲,10,10,0,0,10971,10935,-36.0,-410,False,sim_v50
2019-07-24,2019-07-25,day,1,做多▲,9,9,0,0,10893,10940,47.2,422,True,sim_v50
2019-07-25,2019-07-26,day,1,做多▲,9,9,0,0,10899,10891,-8.3,-133,False,sim_v50
