signal_date,trade_date,session,direction,direction_zh,total_score,tw_score,intl_score,news_score,entry_price,exit_price,pnl_points,pnl_nts,win,status
2005-07-07,2005-07-08,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-07-08,2005-07-11,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-07-11,2005-07-12,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2005-07-12,2005-07-13,day,0,觀望─,3,3,0,0,,,,,,sim_v70_skip
2005-07-13,2005-07-14,day,0,觀望─,4,4,0,0,,,,,,sim_v70_skip
2005-07-14,2005-07-15,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-07-15,2005-07-19,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2005-07-19,2005-07-20,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2005-07-20,2005-07-21,day,1,做多▲,7,7,0,0,6346,6393,47.2,422,True,sim_v70
2005-07-21,2005-07-22,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-07-22,2005-07-25,day,1,做多▲,8,8,0,0,6407,6419,12.0,70,True,sim_v70
2005-07-25,2005-07-26,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2005-07-26,2005-07-27,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2005-07-27,2005-07-28,day,0,觀望─,1,1,0,0,,,,,,sim_v70_skip
2005-07-28,2005-07-29,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2005-07-29,2005-08-01,day,0,觀望─,-2,-2,0,0,,,,,,sim_v70_skip
2005-08-01,2005-08-02,day,0,觀望─,-3,-3,0,0,,,,,,sim_v70_skip
2005-08-02,2005-08-03,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2005-08-03,2005-08-04,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2005-08-04,2005-08-08,day,0,觀望─,1,1,0,0,,,,,,sim_v70_skip
2005-08-08,2005-08-09,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2005-08-09,2005-08-10,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2005-08-10,2005-08-11,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2005-08-11,2005-08-12,day,0,觀望─,-4,-4,0,0,,,,,,sim_v70_skip
2005-08-12,2005-08-15,day,-1,做空▼,-8,-8,0,0,6344,6246,97.7,927,True,sim_v70
2005-08-15,2005-08-16,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-08-16,2005-08-17,day,-1,做空▼,-9,-9,0,0,6215,6243,-27.8,-328,False,sim_v70
2005-08-17,2005-08-18,day,0,觀望─,-10,-10,0,0,,,,,,sim_v70_skip
2005-08-18,2005-08-19,day,0,觀望─,-10,-10,0,0,,,,,,sim_v70_skip
2005-08-19,2005-08-22,day,0,觀望─,-10,-10,0,0,,,,,,sim_v70_skip
2005-08-22,2005-08-23,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-08-23,2005-08-24,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-08-24,2005-08-25,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-08-25,2005-08-26,day,0,觀望─,-7,-7,0,0,,,,,,sim_v70_skip
2005-08-26,2005-08-29,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-08-29,2005-08-30,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-08-30,2005-08-31,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-08-31,2005-09-02,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-09-02,2005-09-05,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2005-09-05,2005-09-06,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2005-09-06,2005-09-07,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2005-09-07,2005-09-08,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2005-09-08,2005-09-09,day,0,觀望─,0,0,0,0,,,,,,sim_v70_skip
2005-09-09,2005-09-12,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2005-09-12,2005-09-13,day,0,觀望─,3,3,0,0,,,,,,sim_v70_skip
2005-09-13,2005-09-14,day,0,觀望─,3,3,0,0,,,,,,sim_v70_skip
2005-09-14,2005-09-15,day,0,觀望─,4,4,0,0,,,,,,sim_v70_skip
2005-09-15,2005-09-16,day,0,觀望─,1,1,0,0,,,,,,sim_v70_skip
2005-09-16,2005-09-19,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2005-09-19,2005-09-20,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-09-20,2005-09-21,day,0,觀望─,1,1,0,0,,,,,,sim_v70_skip
2005-09-21,2005-09-22,day,0,觀望─,0,0,0,0,,,,,,sim_v70_skip
2005-09-22,2005-09-23,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-09-23,2005-09-26,day,0,觀望─,-10,-10,0,0,,,,,,sim_v70_skip
2005-09-26,2005-09-27,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-09-27,2005-09-28,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-09-28,2005-09-29,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-09-29,2005-09-30,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2005-09-30,2005-10-03,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2005-10-03,2005-10-04,day,0,觀望─,4,4,0,0,,,,,,sim_v70_skip
2005-10-04,2005-10-05,day,0,觀望─,4,4,0,0,,,,,,sim_v70_skip
2005-10-05,2005-10-06,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2005-10-06,2005-10-07,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2005-10-07,2005-10-11,day,0,觀望─,3,3,0,0,,,,,,sim_v70_skip
2005-10-11,2005-10-12,day,0,觀望─,3,3,0,0,,,,,,sim_v70_skip
2005-10-12,2005-10-13,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2005-10-13,2005-10-14,day,0,觀望─,-4,-4,0,0,,,,,,sim_v70_skip
2005-10-14,2005-10-17,day,0,觀望─,-3,-3,0,0,,,,,,sim_v70_skip
2005-10-17,2005-10-18,day,0,觀望─,-7,-7,0,0,,,,,,sim_v70_skip
2005-10-18,2005-10-19,day,-1,做空▼,-9,-9,0,0,5788,5695,92.7,877,True,sim_v70
2005-10-19,2005-10-20,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-10-20,2005-10-21,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2005-10-21,2005-10-24,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-10-24,2005-10-25,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-10-25,2005-10-26,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-10-26,2005-10-27,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-10-27,2005-10-28,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2005-10-28,2005-10-31,day,0,觀望─,-7,-7,0,0,,,,,,sim_v70_skip
2005-10-31,2005-11-01,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2005-11-01,2005-11-02,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2005-11-02,2005-11-03,day,0,觀望─,3,3,0,0,,,,,,sim_v70_skip
2005-11-03,2005-11-04,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2005-11-04,2005-11-07,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2005-11-07,2005-11-08,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2005-11-08,2005-11-09,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2005-11-09,2005-11-10,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-11-10,2005-11-11,day,1,做多▲,8,8,0,0,6052,6074,22.4,174,True,sim_v70
2005-11-11,2005-11-14,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-11-14,2005-11-15,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-11-15,2005-11-16,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2005-11-16,2005-11-17,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2005-11-17,2005-11-18,day,1,做多▲,6,6,0,0,6085,6106,20.7,157,True,sim_v70
2005-11-18,2005-11-21,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2005-11-21,2005-11-22,day,1,做多▲,7,7,0,0,6093,6058,-34.6,-396,False,sim_v70
2005-11-22,2005-11-23,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-11-23,2005-11-24,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2005-11-24,2005-11-25,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2005-11-25,2005-11-28,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2005-11-28,2005-11-29,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2005-11-29,2005-11-30,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-11-30,2005-12-01,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2005-12-01,2005-12-02,day,1,做多▲,9,9,0,0,6255,6228,-27.4,-324,False,sim_v70
2005-12-02,2005-12-05,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2005-12-05,2005-12-06,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2005-12-06,2005-12-07,day,1,做多▲,8,8,0,0,6363,6328,-35.0,-400,False,sim_v70
2005-12-07,2005-12-08,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2005-12-08,2005-12-09,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-12-09,2005-12-12,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-12-12,2005-12-13,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-12-13,2005-12-14,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2005-12-14,2005-12-15,day,0,觀望─,1,1,0,0,,,,,,sim_v70_skip
2005-12-15,2005-12-16,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2005-12-16,2005-12-19,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2005-12-19,2005-12-20,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2005-12-20,2005-12-21,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2005-12-21,2005-12-22,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2005-12-22,2005-12-23,day,1,做多▲,8,8,0,0,6452,6512,60.0,550,True,sim_v70
2005-12-23,2005-12-26,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2005-12-26,2005-12-27,day,1,做多▲,9,9,0,0,6540,6531,-9.7,-147,False,sim_v70
2005-12-27,2005-12-28,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2005-12-28,2005-12-29,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2005-12-29,2005-12-30,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2005-12-30,2006-01-02,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-01-02,2006-01-03,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2006-01-03,2006-01-04,day,1,做多▲,7,7,0,0,6659,6615,-43.9,-489,False,sim_v70
2006-01-04,2006-01-05,day,1,做多▲,7,7,0,0,6671,6709,38.1,331,True,sim_v70
2006-01-05,2006-01-06,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-01-06,2006-01-09,day,1,做多▲,9,9,0,0,6753,6741,-11.7,-167,False,sim_v70
2006-01-09,2006-01-10,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-01-10,2006-01-11,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2006-01-11,2006-01-12,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-01-12,2006-01-13,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2006-01-13,2006-01-16,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2006-01-16,2006-01-17,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-01-17,2006-01-18,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2006-01-18,2006-01-19,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-01-19,2006-01-20,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-01-20,2006-01-23,day,0,觀望─,-3,-3,0,0,,,,,,sim_v70_skip
2006-01-23,2006-01-24,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-01-24,2006-01-25,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-01-25,2006-02-03,day,0,觀望─,-7,-7,0,0,,,,,,sim_v70_skip
2006-02-03,2006-02-06,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-02-06,2006-02-07,day,0,觀望─,-2,-2,0,0,,,,,,sim_v70_skip
2006-02-07,2006-02-08,day,0,觀望─,4,4,0,0,,,,,,sim_v70_skip
2006-02-08,2006-02-09,day,0,觀望─,-4,-4,0,0,,,,,,sim_v70_skip
2006-02-09,2006-02-10,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2006-02-10,2006-02-13,day,0,觀望─,-3,-3,0,0,,,,,,sim_v70_skip
2006-02-13,2006-02-14,day,0,觀望─,-4,-4,0,0,,,,,,sim_v70_skip
2006-02-14,2006-02-15,day,0,觀望─,0,0,0,0,,,,,,sim_v70_skip
2006-02-15,2006-02-16,day,0,觀望─,-2,-2,0,0,,,,,,sim_v70_skip
2006-02-16,2006-02-17,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2006-02-17,2006-02-20,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2006-02-20,2006-02-21,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-02-21,2006-02-22,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2006-02-22,2006-02-23,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2006-02-23,2006-02-24,day,0,觀望─,-7,-7,0,0,,,,,,sim_v70_skip
2006-02-24,2006-02-27,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-02-27,2006-03-01,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-03-01,2006-03-02,day,0,觀望─,-2,-2,0,0,,,,,,sim_v70_skip
2006-03-02,2006-03-03,day,0,觀望─,0,0,0,0,,,,,,sim_v70_skip
2006-03-03,2006-03-06,day,-1,做空▼,-7,-7,0,0,6547,6577,-30.0,-350,False,sim_v70
2006-03-06,2006-03-07,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2006-03-07,2006-03-08,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-03-08,2006-03-09,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-03-09,2006-03-10,day,-1,做空▼,-9,-9,0,0,6491,6492,-0.6,-56,False,sim_v70
2006-03-10,2006-03-13,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2006-03-13,2006-03-14,day,0,觀望─,-7,-7,0,0,,,,,,sim_v70_skip
2006-03-14,2006-03-15,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2006-03-15,2006-03-16,day,0,觀望─,-7,-7,0,0,,,,,,sim_v70_skip
2006-03-16,2006-03-17,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-03-17,2006-03-20,day,0,觀望─,-3,-3,0,0,,,,,,sim_v70_skip
2006-03-20,2006-03-21,day,0,觀望─,-3,-3,0,0,,,,,,sim_v70_skip
2006-03-21,2006-03-22,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-03-22,2006-03-23,day,0,觀望─,-10,-10,0,0,,,,,,sim_v70_skip
2006-03-23,2006-03-24,day,0,觀望─,-10,-10,0,0,,,,,,sim_v70_skip
2006-03-24,2006-03-27,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2006-03-27,2006-03-28,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-03-28,2006-03-29,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-03-29,2006-03-30,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2006-03-30,2006-03-31,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-03-31,2006-04-03,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-04-03,2006-04-04,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-04-04,2006-04-06,day,1,做多▲,10,10,0,0,6726,6760,33.8,288,True,sim_v70
2006-04-06,2006-04-07,day,0,觀望─,10,10,0,0,,,,,,sim_v70_skip
2006-04-07,2006-04-10,day,0,觀望─,10,10,0,0,,,,,,sim_v70_skip
2006-04-10,2006-04-11,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-04-11,2006-04-12,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-04-12,2006-04-13,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-04-13,2006-04-14,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-04-14,2006-04-17,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-04-17,2006-04-18,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-04-18,2006-04-19,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-04-19,2006-04-20,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-04-20,2006-04-21,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-04-21,2006-04-24,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-04-24,2006-04-25,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-04-25,2006-04-26,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2006-04-26,2006-04-27,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-04-27,2006-04-28,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-04-28,2006-05-02,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-05-02,2006-05-03,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-05-03,2006-05-04,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-05-04,2006-05-05,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-05-05,2006-05-08,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-05-08,2006-05-09,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-05-09,2006-05-10,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-05-10,2006-05-11,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-05-11,2006-05-12,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-05-12,2006-05-15,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2006-05-15,2006-05-16,day,0,觀望─,-3,-3,0,0,,,,,,sim_v70_skip
2006-05-16,2006-05-17,day,0,觀望─,-4,-4,0,0,,,,,,sim_v70_skip
2006-05-17,2006-05-18,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-05-18,2006-05-19,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-05-19,2006-05-22,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-05-22,2006-05-23,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-05-23,2006-05-24,day,-1,做空▼,-8,-8,0,0,6903,6878,25.3,203,True,sim_v70
2006-05-24,2006-05-25,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-05-25,2006-05-26,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-05-26,2006-05-29,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-05-29,2006-05-30,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-05-30,2006-06-01,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-06-01,2006-06-02,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-06-02,2006-06-05,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-06-05,2006-06-06,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-06-06,2006-06-07,day,-1,做空▼,-9,-9,0,0,6690,6614,76.8,718,True,sim_v70
2006-06-07,2006-06-08,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-06-08,2006-06-09,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-06-09,2006-06-12,day,-1,做空▼,-6,-6,0,0,6383,6444,-60.6,-656,False,sim_v70
2006-06-12,2006-06-13,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-06-13,2006-06-14,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-06-14,2006-06-15,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-06-15,2006-06-16,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-06-16,2006-06-19,day,-1,做空▼,-8,-8,0,0,6576,6584,-8.5,-135,False,sim_v70
2006-06-19,2006-06-20,day,-1,做空▼,-8,-8,0,0,6535,6365,170.6,1656,True,sim_v70
2006-06-20,2006-06-21,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-06-21,2006-06-22,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-06-22,2006-06-23,day,0,觀望─,-4,-4,0,0,,,,,,sim_v70_skip
2006-06-23,2006-06-26,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-06-26,2006-06-27,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-06-27,2006-06-28,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2006-06-28,2006-06-29,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-06-29,2006-06-30,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-06-30,2006-07-03,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-07-03,2006-07-04,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2006-07-04,2006-07-05,day,0,觀望─,9,9,0,0,,,,,,sim_v70_skip
2006-07-05,2006-07-06,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-07-06,2006-07-07,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-07-07,2006-07-10,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-07-10,2006-07-11,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-07-11,2006-07-12,day,0,觀望─,1,1,0,0,,,,,,sim_v70_skip
2006-07-12,2006-07-13,day,0,觀望─,3,3,0,0,,,,,,sim_v70_skip
2006-07-13,2006-07-14,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2006-07-14,2006-07-17,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-07-17,2006-07-18,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-07-18,2006-07-19,day,0,觀望─,-9,-9,0,0,,,,,,sim_v70_skip
2006-07-19,2006-07-20,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-07-20,2006-07-21,day,-1,做空▼,-8,-8,0,0,6396,6421,-25.3,-303,False,sim_v70
2006-07-21,2006-07-24,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-07-24,2006-07-25,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-07-25,2006-07-26,day,0,觀望─,-8,-8,0,0,,,,,,sim_v70_skip
2006-07-26,2006-07-27,day,0,觀望─,-5,-5,0,0,,,,,,sim_v70_skip
2006-07-27,2006-07-28,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2006-07-28,2006-07-31,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2006-07-31,2006-08-01,day,0,觀望─,-1,-1,0,0,,,,,,sim_v70_skip
2006-08-01,2006-08-02,day,0,觀望─,-2,-2,0,0,,,,,,sim_v70_skip
2006-08-02,2006-08-03,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2006-08-03,2006-08-04,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2006-08-04,2006-08-07,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
2006-08-07,2006-08-08,day,0,觀望─,3,3,0,0,,,,,,sim_v70_skip
2006-08-08,2006-08-09,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-08-09,2006-08-10,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-08-10,2006-08-11,day,1,做多▲,9,9,0,0,6613,6570,-43.4,-484,False,sim_v70
2006-08-11,2006-08-14,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-08-14,2006-08-15,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-08-15,2006-08-16,day,1,做多▲,7,7,0,0,6687,6696,8.4,34,True,sim_v70
2006-08-16,2006-08-17,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-08-17,2006-08-18,day,1,做多▲,8,8,0,0,6762,6720,-42.3,-473,False,sim_v70
2006-08-18,2006-08-21,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-08-21,2006-08-22,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2006-08-22,2006-08-23,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-08-23,2006-08-24,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-08-24,2006-08-25,day,0,觀望─,4,4,0,0,,,,,,sim_v70_skip
2006-08-25,2006-08-28,day,0,觀望─,-3,-3,0,0,,,,,,sim_v70_skip
2006-08-28,2006-08-29,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-08-29,2006-08-30,day,0,觀望─,-6,-6,0,0,,,,,,sim_v70_skip
2006-08-30,2006-08-31,day,0,觀望─,1,1,0,0,,,,,,sim_v70_skip
2006-08-31,2006-09-01,day,0,觀望─,0,0,0,0,,,,,,sim_v70_skip
2006-09-01,2006-09-04,day,0,觀望─,7,7,0,0,,,,,,sim_v70_skip
2006-09-04,2006-09-05,day,0,觀望─,8,8,0,0,,,,,,sim_v70_skip
2006-09-05,2006-09-06,day,0,觀望─,6,6,0,0,,,,,,sim_v70_skip
2006-09-06,2006-09-07,day,0,觀望─,4,4,0,0,,,,,,sim_v70_skip
2006-09-07,2006-09-08,day,0,觀望─,4,4,0,0,,,,,,sim_v70_skip
2006-09-08,2006-09-11,day,1,做多▲,8,8,0,0,6715,6693,-22.5,-275,False,sim_v70
2006-09-11,2006-09-12,day,1,做多▲,8,8,0,0,6699,6625,-74.6,-796,False,sim_v70
2006-09-12,2006-09-13,day,0,觀望─,5,5,0,0,,,,,,sim_v70_skip
2006-09-13,2006-09-14,day,0,觀望─,4,4,0,0,,,,,,sim_v70_skip
2006-09-14,2006-09-15,day,0,觀望─,-2,-2,0,0,,,,,,sim_v70_skip
2006-09-15,2006-09-18,day,0,觀望─,2,2,0,0,,,,,,sim_v70_skip
